job_title,company_name,company_location,salary_usd,experience_level,employment_type,remote_ratio,required_skills,industry,posting_date
AI Consultant,Neural Networks Co,Denmark,224280,EX,FT,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",Retail,2024-09-20
Principal Data Scientist,Digital Transformation LLC,Finland,50915,MI,FL,100,"PyTorch, Data Visualization, Spark",Retail,2024-10-07
AI Specialist,Predictive Systems,Netherlands,131250,SE,FT,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",Gaming,2024-08-12
Head of AI,Digital Transformation LLC,Israel,76339,SE,CT,0,"Computer Vision, SQL, Data Visualization",Telecommunications,2024-04-07
AI Architect,AI Innovations,Sweden,70128,EN,CT,100,"Scala, SQL, GCP, TensorFlow",Healthcare,2024-09-07
NLP Engineer,Future Systems,Germany,123728,SE,FT,100,"Linux, Python, Mathematics",Government,2024-06-14
Autonomous Systems Engineer,Smart Analytics,China,72448,MI,CT,100,"MLOps, Java, Python, Linux, R",Transportation,2025-01-26
Principal Data Scientist,Neural Networks Co,Israel,90172,SE,FT,50,"Kubernetes, Python, TensorFlow",Consulting,2024-01-14
Data Scientist,Neural Networks Co,United States,133372,MI,FL,50,"Azure, GCP, Java, Kubernetes",Transportation,2025-03-22
Robotics Engineer,AI Innovations,Switzerland,215554,SE,FT,50,"Python, Azure, Statistics, GCP",Education,2024-10-15
Principal Data Scientist,TechCorp Inc,Denmark,349562,EX,CT,100,"Java, GCP, Python, Mathematics, NLP",Finance,2024-01-18
AI Product Manager,Machine Intelligence Group,Israel,137181,EX,FT,100,"Python, Tableau, Linux",Consulting,2025-03-07
Computer Vision Engineer,Cognitive Computing,Australia,61587,EN,FT,50,"GCP, Git, PyTorch",Transportation,2024-07-18
ML Ops Engineer,Future Systems,Canada,151385,EX,PT,50,"Mathematics, Java, Spark",Consulting,2024-04-29
Machine Learning Researcher,Cognitive Computing,Israel,109757,SE,CT,0,"Scala, Linux, R",Consulting,2024-11-02
Data Analyst,Cognitive Computing,Norway,176838,SE,FL,50,"TensorFlow, AWS, Linux",Energy,2025-03-27
Deep Learning Engineer,Algorithmic Solutions,Singapore,92318,MI,CT,100,"Spark, R, Python",Retail,2025-04-09
Data Analyst,Algorithmic Solutions,Norway,92317,EN,FT,50,"Git, R, TensorFlow, AWS",Gaming,2025-03-26
AI Consultant,Smart Analytics,China,100729,SE,FT,50,"MLOps, Docker, Hadoop, R",Energy,2024-11-18
Principal Data Scientist,TechCorp Inc,Australia,89020,MI,CT,50,"Spark, PyTorch, Statistics",Technology,2024-04-10
ML Ops Engineer,Cloud AI Solutions,Netherlands,132294,SE,FT,100,"Python, Linux, Statistics, SQL, Hadoop",Government,2025-04-21
Machine Learning Engineer,Predictive Systems,Japan,85887,SE,CT,100,"TensorFlow, Java, PyTorch, Git, Mathematics",Healthcare,2024-05-26
Data Analyst,Future Systems,Israel,66066,MI,FL,100,"R, Java, Python, SQL",Transportation,2024-12-24
Principal Data Scientist,Algorithmic Solutions,Switzerland,242433,EX,CT,0,"Tableau, Hadoop, SQL, Spark",Retail,2024-08-12
Machine Learning Researcher,Algorithmic Solutions,China,84450,MI,CT,0,"Docker, PyTorch, GCP, NLP, TensorFlow",Telecommunications,2024-12-31
Autonomous Systems Engineer,Autonomous Tech,India,69485,MI,CT,50,"Linux, Kubernetes, GCP, Git",Healthcare,2024-07-16
Research Scientist,Neural Networks Co,Canada,116320,EX,PT,50,"Kubernetes, Python, Deep Learning",Healthcare,2024-04-06
AI Architect,Algorithmic Solutions,South Korea,54457,MI,FL,50,"Azure, Mathematics, R",Government,2024-08-06
Data Scientist,Autonomous Tech,Sweden,146370,SE,CT,50,"Hadoop, Spark, Deep Learning, Mathematics, Git",Gaming,2024-11-21
Computer Vision Engineer,Smart Analytics,Canada,150795,SE,PT,50,"Docker, Python, Computer Vision, PyTorch, Hadoop",Retail,2024-01-05
Autonomous Systems Engineer,Cloud AI Solutions,South Korea,91012,SE,PT,0,"Kubernetes, Git, Scala",Technology,2024-11-15
Autonomous Systems Engineer,DataVision Ltd,Finland,102675,EX,FT,0,"Kubernetes, Scala, Python",Healthcare,2024-11-06
Autonomous Systems Engineer,Cognitive Computing,Japan,86410,SE,CT,0,"Kubernetes, Git, Scala, Deep Learning",Gaming,2025-02-23
AI Architect,Autonomous Tech,Canada,222869,EX,CT,100,"Hadoop, SQL, Computer Vision",Gaming,2025-02-07
AI Consultant,Quantum Computing Inc,Australia,106477,SE,CT,0,"Azure, Java, NLP, Spark, Computer Vision",Media,2024-06-29
AI Software Engineer,AI Innovations,Denmark,148341,MI,FL,100,"R, Java, Tableau, Data Visualization",Real Estate,2024-04-09
Data Scientist,Future Systems,Sweden,195999,EX,CT,0,"Linux, Git, NLP, Deep Learning",Retail,2024-12-07
Data Engineer,Smart Analytics,Switzerland,142309,SE,PT,100,"Scala, SQL, AWS, Tableau",Consulting,2024-06-25
Machine Learning Engineer,Smart Analytics,Norway,153558,SE,FL,100,"Git, SQL, Data Visualization, TensorFlow",Telecommunications,2024-09-18
Data Engineer,AI Innovations,Ireland,112920,SE,CT,0,"GCP, Python, Linux, TensorFlow, Deep Learning",Retail,2024-04-15
NLP Engineer,Cloud AI Solutions,Denmark,236175,EX,PT,100,"Computer Vision, R, Java",Consulting,2024-05-30
Robotics Engineer,Machine Intelligence Group,China,118402,SE,FT,100,"Hadoop, Scala, Python",Healthcare,2024-02-13
AI Specialist,TechCorp Inc,United States,112606,MI,PT,50,"Kubernetes, Python, NLP",Technology,2024-02-08
Data Engineer,Smart Analytics,Switzerland,88916,EN,FL,0,"Mathematics, Tableau, Data Visualization, Java, Hadoop",Automotive,2024-12-08
Head of AI,Future Systems,South Korea,145141,EX,CT,100,"Kubernetes, Python, Deep Learning, Java",Consulting,2024-10-27
Autonomous Systems Engineer,Algorithmic Solutions,Israel,149673,EX,PT,50,"SQL, Hadoop, Java, Azure, TensorFlow",Technology,2024-06-27
Computer Vision Engineer,Algorithmic Solutions,Netherlands,78123,MI,CT,100,"GCP, Spark, Azure, R",Consulting,2024-09-10
AI Product Manager,Cognitive Computing,China,38010,EN,CT,100,"Docker, Kubernetes, Git",Energy,2024-05-30
Research Scientist,Smart Analytics,Austria,118524,SE,PT,0,"Computer Vision, Statistics, R",Energy,2024-05-31
ML Ops Engineer,Future Systems,China,46335,EN,PT,100,"MLOps, Kubernetes, Azure, Git, Python",Transportation,2024-04-04
AI Software Engineer,Advanced Robotics,India,52062,EN,PT,50,"Azure, Python, NLP, TensorFlow",Retail,2025-01-19
Robotics Engineer,Cognitive Computing,Israel,204346,EX,FT,100,"Computer Vision, Azure, Java, Data Visualization",Real Estate,2024-06-09
AI Software Engineer,TechCorp Inc,Austria,82249,SE,FT,50,"Python, Spark, TensorFlow, Hadoop",Technology,2025-04-02
NLP Engineer,Cloud AI Solutions,Denmark,184631,EX,PT,100,"Linux, NLP, Kubernetes",Manufacturing,2024-03-10
Data Engineer,DataVision Ltd,Japan,113269,EX,CT,100,"Tableau, Azure, GCP, Mathematics",Finance,2024-06-07
Machine Learning Engineer,Smart Analytics,United States,231074,EX,FL,0,"Java, Scala, MLOps, Data Visualization, Azure",Retail,2024-07-19
Research Scientist,Autonomous Tech,Netherlands,103963,MI,FL,50,"Scala, Java, Python, NLP",Real Estate,2024-11-06
Research Scientist,AI Innovations,Germany,146154,SE,CT,100,"Tableau, Kubernetes, Spark, Git",Technology,2025-03-03
Data Analyst,Advanced Robotics,Australia,60380,EN,FL,0,"Scala, Kubernetes, Computer Vision",Technology,2024-12-07
AI Product Manager,Quantum Computing Inc,Ireland,65442,EN,FT,0,"R, GCP, SQL",Media,2024-03-06
AI Software Engineer,Machine Intelligence Group,South Korea,88616,SE,PT,0,"Docker, Azure, Scala",Education,2024-10-15
Robotics Engineer,Predictive Systems,India,85469,SE,FT,50,"Deep Learning, Mathematics, PyTorch, GCP",Finance,2024-06-03
Computer Vision Engineer,Predictive Systems,Canada,70047,MI,FT,0,"TensorFlow, R, Git, Java, Linux",Telecommunications,2025-04-25
AI Product Manager,DeepTech Ventures,Australia,193865,EX,CT,50,"Linux, Docker, Data Visualization, SQL, NLP",Manufacturing,2024-01-27
Data Analyst,Future Systems,Israel,40586,EN,CT,0,"TensorFlow, SQL, Tableau",Telecommunications,2024-05-02
Head of AI,Predictive Systems,Austria,86218,SE,FT,50,"SQL, Linux, Scala, Statistics, Hadoop",Retail,2025-01-18
NLP Engineer,Autonomous Tech,Netherlands,154077,EX,PT,0,"SQL, Hadoop, TensorFlow",Automotive,2025-01-06
Head of AI,Quantum Computing Inc,Austria,91434,SE,PT,0,"AWS, Python, Linux, Scala, TensorFlow",Real Estate,2024-06-13
Machine Learning Researcher,Smart Analytics,South Korea,40034,EN,PT,0,"Docker, Computer Vision, NLP",Healthcare,2024-11-27
Head of AI,Cloud AI Solutions,Ireland,63832,MI,PT,0,"Hadoop, R, Java",Gaming,2025-03-28
Data Analyst,DataVision Ltd,India,89120,SE,CT,100,"Docker, Hadoop, Python, Tableau",Retail,2024-11-25
NLP Engineer,Future Systems,Singapore,77360,MI,CT,100,"Kubernetes, Java, NLP, Deep Learning, R",Finance,2024-12-08
Principal Data Scientist,Algorithmic Solutions,United Kingdom,203751,EX,PT,100,"Tableau, Docker, Java, Statistics, Hadoop",Manufacturing,2024-07-12
AI Consultant,Cloud AI Solutions,Singapore,221809,EX,FT,50,"Git, Java, Mathematics, NLP, AWS",Media,2024-04-12
AI Architect,Cloud AI Solutions,France,104780,SE,FL,0,"SQL, PyTorch, Deep Learning, Tableau",Telecommunications,2025-04-15
AI Software Engineer,Quantum Computing Inc,China,107828,SE,CT,0,"Java, AWS, Python, Data Visualization, TensorFlow",Healthcare,2024-11-09
Machine Learning Researcher,Advanced Robotics,United States,101302,EN,PT,50,"Data Visualization, AWS, Python, Kubernetes",Telecommunications,2024-09-09
ML Ops Engineer,DeepTech Ventures,Canada,174571,EX,CT,50,"Linux, R, NLP, Mathematics",Real Estate,2024-11-26
NLP Engineer,DeepTech Ventures,Australia,84547,MI,FL,100,"Spark, R, NLP, Computer Vision",Consulting,2025-02-13
AI Architect,Predictive Systems,South Korea,77553,SE,CT,100,"PyTorch, GCP, Kubernetes, Spark",Media,2024-08-26
Autonomous Systems Engineer,Cloud AI Solutions,China,67912,MI,CT,100,"Python, Kubernetes, SQL",Healthcare,2024-03-11
ML Ops Engineer,Predictive Systems,Finland,43910,EN,FL,50,"GCP, Python, Azure, Linux, Deep Learning",Finance,2024-05-17
Research Scientist,Quantum Computing Inc,Switzerland,101440,MI,FL,100,"Git, R, NLP",Government,2025-04-17
AI Architect,AI Innovations,South Korea,59027,MI,CT,0,"Git, R, Python, Mathematics, Kubernetes",Gaming,2024-08-26
Data Engineer,Quantum Computing Inc,Ireland,63073,EN,CT,50,"Scala, AWS, NLP, Hadoop, Data Visualization",Transportation,2024-08-20
Machine Learning Researcher,Algorithmic Solutions,Sweden,66881,EN,FL,100,"Scala, GCP, Java",Technology,2025-01-05
NLP Engineer,Quantum Computing Inc,France,55576,EN,PT,0,"Git, PyTorch, MLOps, NLP",Retail,2025-03-09
AI Specialist,DeepTech Ventures,United Kingdom,283696,EX,FT,0,"Scala, Git, MLOps",Transportation,2024-10-12
Head of AI,Machine Intelligence Group,United Kingdom,233692,EX,PT,0,"SQL, PyTorch, Tableau",Transportation,2024-12-10
AI Product Manager,Machine Intelligence Group,Japan,100620,EX,FT,100,"R, Python, Mathematics, Computer Vision",Education,2025-02-14
Research Scientist,Machine Intelligence Group,France,88800,MI,FT,100,"Python, TensorFlow, Linux",Telecommunications,2024-09-10
Research Scientist,Quantum Computing Inc,India,104307,EX,CT,0,"Hadoop, Git, Python, PyTorch",Gaming,2024-04-20
ML Ops Engineer,DataVision Ltd,Ireland,61847,MI,PT,0,"Java, SQL, Docker, Tableau",Education,2024-12-22
AI Research Scientist,Algorithmic Solutions,Canada,57025,EN,PT,100,"Python, Git, NLP",Consulting,2024-12-18
NLP Engineer,Digital Transformation LLC,Austria,66576,MI,PT,50,"Data Visualization, Git, Python, NLP",Energy,2024-08-07
NLP Engineer,Digital Transformation LLC,China,112261,SE,PT,0,"Spark, Java, SQL, Azure",Technology,2024-06-10
AI Specialist,Algorithmic Solutions,Sweden,201387,EX,CT,0,"Git, Mathematics, Computer Vision, SQL",Consulting,2025-03-28
Data Analyst,Cognitive Computing,Norway,112934,MI,CT,100,"TensorFlow, GCP, NLP, Docker",Energy,2025-02-18
ML Ops Engineer,DataVision Ltd,United Kingdom,108067,MI,PT,100,"Python, Linux, Git, PyTorch",Automotive,2024-04-07
Data Analyst,Cognitive Computing,Ireland,107490,SE,CT,50,"Kubernetes, MLOps, AWS",Retail,2025-01-31
AI Consultant,Predictive Systems,Finland,150456,EX,CT,100,"Spark, TensorFlow, Hadoop",Automotive,2024-02-12
Machine Learning Researcher,Algorithmic Solutions,Israel,106457,EX,FL,100,"PyTorch, Python, NLP, Spark",Finance,2024-04-27
Machine Learning Engineer,Future Systems,Japan,60806,MI,CT,50,"Kubernetes, NLP, Azure",Media,2024-01-30
Machine Learning Engineer,Neural Networks Co,Germany,85293,MI,PT,0,"Linux, Scala, Kubernetes, Deep Learning, Tableau",Education,2024-12-15
Robotics Engineer,Machine Intelligence Group,Switzerland,230849,SE,FT,100,"Scala, Python, Data Visualization",Media,2025-04-01
Head of AI,TechCorp Inc,Sweden,163009,SE,PT,0,"NLP, PyTorch, Python, Mathematics, Docker",Transportation,2024-09-23
Computer Vision Engineer,Algorithmic Solutions,Sweden,98449,SE,FL,100,"Scala, AWS, Git, GCP, TensorFlow",Consulting,2024-07-20
Computer Vision Engineer,DeepTech Ventures,South Korea,84501,SE,FL,0,"Scala, Java, Data Visualization, Mathematics, AWS",Technology,2024-01-10
Data Scientist,Cognitive Computing,South Korea,176592,EX,FL,100,"Kubernetes, Hadoop, GCP",Energy,2024-12-19
Data Analyst,Autonomous Tech,Australia,60973,EN,FT,0,"SQL, Deep Learning, Tableau, Kubernetes, Data Visualization",Manufacturing,2025-04-09
AI Consultant,Machine Intelligence Group,South Korea,41326,EN,PT,0,"SQL, Git, PyTorch",Gaming,2025-01-24
Computer Vision Engineer,Future Systems,France,80463,EN,PT,100,"Statistics, Computer Vision, Tableau, Python, TensorFlow",Telecommunications,2024-10-29
Data Analyst,Smart Analytics,China,43605,EN,PT,0,"Azure, GCP, Python, TensorFlow, PyTorch",Gaming,2025-03-11
AI Consultant,Autonomous Tech,United Kingdom,237830,EX,CT,0,"Scala, Python, Mathematics, AWS",Retail,2025-03-18
Robotics Engineer,Future Systems,Denmark,134808,SE,PT,50,"Statistics, NLP, Python, Kubernetes",Automotive,2024-11-28
AI Software Engineer,Neural Networks Co,Sweden,210609,EX,FT,100,"Spark, Java, Python, Statistics",Manufacturing,2024-11-15
AI Specialist,Algorithmic Solutions,China,114392,EX,PT,100,"Scala, Python, SQL, TensorFlow",Finance,2024-04-19
NLP Engineer,Advanced Robotics,Canada,125444,SE,FL,50,"SQL, Deep Learning, Python",Energy,2024-02-06
Data Scientist,Predictive Systems,United States,94854,EN,PT,0,"SQL, MLOps, Deep Learning",Education,2024-10-06
Principal Data Scientist,Future Systems,India,47919,EN,CT,50,"Computer Vision, MLOps, TensorFlow",Gaming,2025-03-05
Robotics Engineer,Autonomous Tech,Sweden,95469,MI,CT,50,"Scala, TensorFlow, Tableau, GCP, AWS",Media,2024-10-09
AI Research Scientist,Machine Intelligence Group,Austria,145886,EX,CT,50,"Docker, GCP, Computer Vision",Real Estate,2024-02-07
Research Scientist,Autonomous Tech,Germany,168131,EX,FL,50,"GCP, SQL, Scala",Government,2025-01-04
ML Ops Engineer,Autonomous Tech,Switzerland,110003,EN,PT,50,"Data Visualization, Tableau, TensorFlow",Healthcare,2024-02-23
Machine Learning Researcher,TechCorp Inc,France,128378,SE,CT,100,"Git, AWS, MLOps, Linux",Finance,2024-04-06
Robotics Engineer,Future Systems,India,88058,SE,PT,50,"Git, AWS, Java, PyTorch",Automotive,2024-11-11
Autonomous Systems Engineer,Machine Intelligence Group,Japan,46224,EN,FL,100,"Scala, SQL, Azure",Retail,2025-02-28
AI Consultant,Autonomous Tech,Norway,94183,MI,CT,100,"Docker, SQL, Scala, Deep Learning, Mathematics",Automotive,2024-01-21
AI Research Scientist,Neural Networks Co,Germany,222528,EX,FL,50,"Linux, Git, Data Visualization",Telecommunications,2024-09-15
Deep Learning Engineer,DeepTech Ventures,Japan,73953,MI,FL,0,"Tableau, Python, Data Visualization, Statistics",Retail,2025-01-01
Machine Learning Researcher,DeepTech Ventures,South Korea,146692,EX,FT,100,"Data Visualization, Scala, Java, GCP, Azure",Education,2024-02-17
Data Engineer,AI Innovations,Netherlands,63479,EN,PT,0,"NLP, Deep Learning, Mathematics, Computer Vision, Hadoop",Manufacturing,2024-10-17
Head of AI,Cloud AI Solutions,Austria,63982,MI,PT,50,"SQL, Spark, Computer Vision, Azure, R",Energy,2025-02-10
Head of AI,Advanced Robotics,Finland,64885,EN,FL,100,"Hadoop, GCP, NLP, MLOps, Deep Learning",Automotive,2024-02-26
Head of AI,Autonomous Tech,China,137927,EX,PT,0,"Azure, Hadoop, Git",Transportation,2025-01-08
AI Product Manager,DataVision Ltd,Switzerland,167929,SE,CT,50,"Linux, Data Visualization, R, MLOps",Media,2024-08-04
Machine Learning Engineer,Digital Transformation LLC,France,92628,MI,PT,50,"SQL, Azure, Tableau",Consulting,2024-01-07
Principal Data Scientist,TechCorp Inc,Norway,169198,EX,PT,50,"Docker, Git, Statistics",Telecommunications,2025-02-26
AI Research Scientist,Advanced Robotics,Israel,47386,EN,FL,0,"AWS, MLOps, Scala, Hadoop, Python",Government,2025-03-06
Autonomous Systems Engineer,Smart Analytics,Austria,53057,EN,CT,100,"PyTorch, R, TensorFlow, Python, Hadoop",Consulting,2025-03-28
Data Engineer,Predictive Systems,United States,166340,SE,FL,100,"Azure, Python, Linux, Kubernetes, SQL",Retail,2024-05-07
Principal Data Scientist,Smart Analytics,United States,140497,SE,FL,50,"Deep Learning, PyTorch, Computer Vision, Linux, Docker",Technology,2024-06-15
Robotics Engineer,TechCorp Inc,United Kingdom,84288,EN,FL,0,"Kubernetes, SQL, GCP, Azure, Python",Telecommunications,2024-01-18
AI Architect,Quantum Computing Inc,Finland,66276,MI,CT,50,"Linux, Python, Mathematics",Gaming,2025-01-18
Machine Learning Researcher,Machine Intelligence Group,Norway,73556,EN,PT,50,"PyTorch, Data Visualization, MLOps, Spark, Docker",Education,2025-01-05
AI Research Scientist,Digital Transformation LLC,India,94446,SE,FL,0,"Kubernetes, TensorFlow, GCP, Linux",Manufacturing,2025-01-25
AI Consultant,Smart Analytics,Ireland,122645,EX,FT,0,"MLOps, Python, Git, Kubernetes",Automotive,2024-09-27
Research Scientist,Neural Networks Co,Sweden,262925,EX,PT,0,"Python, Kubernetes, Azure, TensorFlow, Java",Media,2024-02-06
Data Analyst,DataVision Ltd,Finland,169198,EX,FT,50,"Linux, Python, MLOps, NLP",Education,2025-03-04
NLP Engineer,Neural Networks Co,Germany,109118,SE,FL,0,"PyTorch, SQL, Computer Vision",Media,2025-02-23
Deep Learning Engineer,Advanced Robotics,Denmark,155622,SE,PT,50,"Tableau, TensorFlow, Docker, Python",Finance,2024-12-17
AI Consultant,TechCorp Inc,Canada,188924,EX,PT,0,"SQL, Hadoop, Computer Vision, R, GCP",Real Estate,2024-05-20
Machine Learning Researcher,AI Innovations,Denmark,86629,MI,PT,50,"Python, SQL, Kubernetes, Computer Vision, Java",Telecommunications,2025-02-25
Machine Learning Engineer,DataVision Ltd,Finland,104981,SE,FT,0,"Git, Scala, Azure",Government,2025-01-22
AI Specialist,Future Systems,China,87507,EX,CT,100,"PyTorch, Hadoop, Git, Computer Vision, R",Energy,2025-02-28
Computer Vision Engineer,Digital Transformation LLC,Japan,66992,MI,CT,50,"Kubernetes, Deep Learning, Tableau, Spark, Java",Gaming,2024-01-05
Data Scientist,DataVision Ltd,United States,96225,MI,PT,50,"Python, R, Mathematics, Computer Vision",Technology,2024-03-11
Data Analyst,Digital Transformation LLC,Germany,55320,EN,PT,50,"Linux, GCP, Git, PyTorch, Docker",Automotive,2024-12-22
Deep Learning Engineer,Algorithmic Solutions,South Korea,152846,EX,PT,50,"PyTorch, Statistics, Tableau",Automotive,2024-07-23
Computer Vision Engineer,Cloud AI Solutions,France,60829,EN,FT,0,"Python, Mathematics, NLP, Kubernetes, Hadoop",Gaming,2025-03-09
Machine Learning Engineer,Machine Intelligence Group,South Korea,48427,EN,FT,50,"Python, TensorFlow, Statistics, Git, Java",Transportation,2024-12-21
Principal Data Scientist,Machine Intelligence Group,Germany,145966,EX,FL,0,"Tableau, Azure, NLP, MLOps",Gaming,2025-01-03
Head of AI,Algorithmic Solutions,Sweden,175737,SE,FT,100,"Kubernetes, TensorFlow, Statistics",Telecommunications,2024-01-22
Data Engineer,Quantum Computing Inc,United States,268001,EX,FT,0,"R, Linux, Python, Computer Vision",Real Estate,2024-07-03
